station_id,Non-Peak,Peak,percentage_increase
Peenya,25.42736888497135,27.180198456449837,6.893475999848661
RVCE_Mailsandra,13.014540774299835,13.204453044375645,1.4592314348181623
Silkboard,26.6994183021991,29.333020186335403,9.86389236772019
