from_date,station_id,Ozone,Benzene,Toluene,Eth-Benzene,MP-Xylene,O-Xylene,Temp,RH,SR,BP,PM2.5,NMHC,THC,PM10,NO,NO2,NOx,NH3,SO2,CO,month,is_festival,is_secondary_event,is_local_event,hour,day_of_week,is_weekend,is_winter,is_early_month,PM25_lag_1,PM25_lag_6,PM25_lag_24,is_peak_hour
2025-01-22 13:00:00,RVCE_Mailsandra,22.14,2.41,2.42,1.39,1.09,31.89,0.79,243.07,,,19.325,0.0,27.88,117.31,5.73,31.48,36.44,38.88,4.67,0.81,1,0,0,0,13,2,0,1,0,19.43,19.635,19.365,0
2025-01-22 13:00:00,Silkboard,14.04,0.8,1.75,,,28.65,51.0,,713.5,,29.0,,,84.5,1.75,1.95,2.5,3.1,8.2,0.44,1,0,0,0,13,2,0,1,0,33.33,,22.0,0
2025-01-22 14:00:00,Silkboard,13.62,0.77,1.75,,,28.2,51.25,,712.25,,26.0,,,77.75,1.77,2.35,2.67,2.58,8.07,1.76,1,0,0,0,14,2,0,1,0,29.0,,,0
2025-01-22 14:00:00,Peenya,32.73,0.8,2.34,,0.54,,,32.62,433.91,951.74,16.97,,,33.37,4.85,13.52,18.9,12.76,7.47,1.54,1,0,0,0,14,2,0,1,0,39.45,45.8,42.86,0
2025-01-22 14:00:00,RVCE_Mailsandra,22.22,2.41,2.44,1.4,1.1,32.96,0.73,285.36,,,19.355,0.0,28.14,114.82,5.75,31.71,36.63,39.46,4.52,0.63,1,0,0,0,14,2,0,1,0,19.325,19.485,19.545,0
2025-01-22 15:00:00,Peenya,32.6,0.79,2.29,,0.55,,,33.75,295.06,951.66,41.57,,,81.59,3.34,13.94,17.69,10.34,8.08,1.41,1,0,0,0,15,2,0,1,0,16.97,52.58,45.84,0
2025-01-22 15:00:00,Silkboard,12.51,0.5,1.12,,,28.48,52.25,,712.0,,24.25,,,75.25,1.55,3.62,3.18,2.95,5.3,1.03,1,0,0,0,15,2,0,1,0,26.0,44.0,26.0,0
2025-01-22 15:00:00,RVCE_Mailsandra,21.96,2.4,2.42,1.4,1.09,33.14,1.25,289.86,,,19.255,0.0,28.07,112.19,5.68,31.46,36.74,38.97,4.53,0.94,1,0,0,0,15,2,0,1,0,19.355,19.28,19.27,0
2025-01-22 16:00:00,Peenya,32.71,0.79,2.33,,0.55,,,35.85,158.39,951.68,43.88,,,86.14,4.69,13.53,18.8,11.69,7.19,1.45,1,0,0,0,16,2,0,1,0,41.57,25.95,45.02,0
2025-01-22 16:00:00,RVCE_Mailsandra,22.0,2.4,2.42,1.41,1.09,36.06,0.91,274.03,,,19.265,0.0,27.47,102.72,5.7,31.48,37.08,38.84,4.69,0.8,1,0,0,0,16,2,0,1,0,19.255,0.0,19.34,0
2025-01-22 16:00:00,Silkboard,13.5,0.25,0.65,,,28.55,53.25,,712.0,,29.25,,,81.75,1.67,3.85,3.45,5.6,2.95,0.74,1,0,0,0,16,2,0,1,0,24.25,45.5,28.0,0
2025-01-22 17:00:00,Silkboard,13.39,0.72,1.62,,,28.8,54.5,,712.75,,36.25,,,95.25,3.08,6.38,5.93,4.88,7.42,0.55,1,0,0,0,17,2,0,1,0,29.25,40.5,27.5,1
2025-01-22 17:00:00,Peenya,32.77,0.8,2.32,,0.54,,,40.58,27.22,951.77,44.83,,,88.0,3.85,13.65,18.08,10.85,6.08,1.77,1,0,0,0,17,2,0,1,0,43.88,33.04,48.01,1
2025-01-22 17:00:00,RVCE_Mailsandra,22.79,2.42,2.39,1.4,1.09,42.22,1.41,287.37,,,19.59,0.0,26.06,100.72,5.91,31.02,36.47,38.84,4.7,0.71,1,0,0,0,17,2,0,1,0,19.265,19.14,19.395,1
2025-01-22 18:00:00,Silkboard,13.71,0.85,1.88,,,28.6,57.0,,713.5,,47.0,,,115.67,3.07,6.25,5.8,5.22,8.57,0.73,1,0,0,0,18,2,0,1,0,36.25,33.33,36.0,1
2025-01-22 18:00:00,Peenya,32.73,0.8,2.32,,0.55,,,51.45,5.89,951.94,49.17,,,96.51,5.06,13.63,19.13,12.06,8.23,1.6,1,0,0,0,18,2,0,1,0,44.83,45.28,49.47,1
2025-01-22 18:00:00,RVCE_Mailsandra,22.55,2.42,2.38,1.39,1.08,51.07,1.28,292.18,,,19.495,0.0,24.95,102.42,5.85,30.86,36.2,38.72,4.39,0.7,1,0,0,0,18,2,0,1,0,19.59,19.43,19.375,1
2025-01-22 19:00:00,Silkboard,12.2,0.95,2.12,,,29.35,60.25,,714.5,,51.5,,,130.5,3.17,9.75,7.77,4.1,9.8,1.1,1,0,0,0,19,2,0,1,0,47.0,29.0,39.5,1
2025-01-22 19:00:00,Peenya,32.94,0.81,2.3,,0.54,,,62.08,5.89,952.13,51.61,,,101.3,5.31,13.52,19.32,12.31,8.05,1.52,1,0,0,0,19,2,0,1,0,49.17,39.45,51.33,1
2025-01-22 19:00:00,RVCE_Mailsandra,21.95,2.4,2.38,1.4,1.09,57.95,1.0,294.57,,,19.245,0.0,23.88,100.53,5.68,30.88,36.5,39.02,4.55,1.08,1,0,0,0,19,2,0,1,0,19.495,19.325,19.47,1
2025-01-22 20:00:00,Peenya,32.66,0.79,2.3,,0.55,,,71.25,5.89,952.34,51.41,,,100.9,4.59,13.43,18.25,11.59,7.62,1.46,1,0,0,0,20,2,0,1,0,51.61,16.97,51.02,1
2025-01-22 20:00:00,RVCE_Mailsandra,22.35,2.41,2.45,1.39,1.09,62.58,1.18,240.11,,,19.415,0.0,23.19,99.98,5.79,31.8,36.22,38.97,4.58,0.95,1,0,0,0,20,2,0,1,0,19.245,19.355,19.26,1
2025-01-22 20:00:00,Silkboard,13.57,0.95,2.05,,,28.95,61.25,,715.5,,55.0,,,142.75,2.75,6.92,5.92,6.35,9.53,0.91,1,0,0,0,20,2,0,1,0,51.5,26.0,44.5,1
2025-01-22 21:00:00,Silkboard,13.35,0.77,1.77,,,28.83,62.5,,716.0,,54.75,,,129.75,2.05,3.77,3.67,4.57,8.2,0.35,1,0,0,0,21,2,0,1,0,55.0,24.25,53.75,1
2025-01-22 21:00:00,Peenya,32.72,0.8,2.33,,0.55,,,81.42,5.89,952.48,52.78,,,103.6,4.56,13.79,18.85,11.56,8.64,1.4,1,0,0,0,21,2,0,1,0,51.41,41.57,56.35,1
2025-01-22 21:00:00,RVCE_Mailsandra,21.9,2.4,2.43,1.39,1.1,66.07,1.15,288.7,,,19.225,0.0,22.72,104.86,5.67,31.49,36.19,39.55,4.7,1.11,1,0,0,0,21,2,0,1,0,19.415,19.255,19.295,1
2025-01-22 22:00:00,RVCE_Mailsandra,22.54,2.42,2.39,1.38,1.1,68.91,0.78,260.32,,,19.49,0.0,22.4,116.47,5.84,31.01,36.01,39.36,4.63,0.98,1,0,0,0,22,2,0,1,0,19.225,19.265,19.39,0
2025-01-22 22:00:00,Silkboard,14.15,0.8,1.75,,,28.92,64.0,,716.0,,61.0,,,121.5,1.43,5.17,3.88,2.45,8.2,2.48,1,0,0,0,22,2,0,1,0,54.75,29.25,50.25,0
2025-01-22 22:00:00,Peenya,32.67,0.79,2.31,,0.56,,,88.78,5.89,952.49,54.75,,,107.46,4.54,14.02,19.06,11.55,8.41,1.34,1,0,0,0,22,2,0,1,0,52.78,43.88,55.95,0
2025-01-22 23:00:00,RVCE_Mailsandra,22.51,2.42,2.41,1.39,1.09,72.29,0.81,259.94,,,19.475,0.0,21.98,121.82,5.83,31.3,36.5,38.91,4.79,0.74,1,0,0,0,23,2,0,1,0,19.49,19.59,19.145,0
2025-01-22 23:00:00,Silkboard,14.03,0.82,1.85,,,28.98,64.0,,716.0,,56.0,,,100.0,1.65,3.53,3.23,2.25,8.5,0.2,1,0,0,0,23,2,0,1,0,61.0,36.25,51.0,0
2025-01-22 23:00:00,Peenya,32.7,0.8,2.3,,0.55,,,92.65,5.89,952.4,53.78,,,105.56,3.86,13.37,17.75,10.87,8.32,1.44,1,0,0,0,23,2,0,1,0,54.75,44.83,52.82,0
2025-01-23 00:00:00,RVCE_Mailsandra,22.56,2.42,2.39,1.39,1.1,74.05,1.12,269.27,,,19.5,0.0,21.68,113.57,5.85,31.06,36.2,39.3,4.46,0.81,1,0,0,0,0,3,0,1,0,19.475,19.495,19.345,0
2025-01-23 00:00:00,Silkboard,13.92,0.8,1.7,,,28.82,64.0,,715.25,,57.5,,,102.25,2.88,3.03,3.98,3.72,7.9,0.26,1,0,0,0,0,3,0,1,0,56.0,47.0,,0
2025-01-23 00:00:00,Peenya,30.2,0.79,2.34,,0.55,,,93.47,5.89,952.32,50.64,,,99.41,4.02,14.11,18.75,11.02,8.0,0.55,1,0,0,0,0,3,0,1,0,53.78,49.17,51.04,0
2025-01-23 01:00:00,RVCE_Mailsandra,21.98,2.4,2.42,1.4,1.1,77.28,1.03,266.81,,,19.26,0.0,21.3,114.39,5.69,31.46,36.75,39.3,4.36,0.77,1,0,0,0,1,3,0,1,0,19.5,19.245,19.335,0
2025-01-23 01:00:00,Peenya,32.79,0.8,2.32,,0.54,,,93.5,5.89,952.23,48.67,,,95.54,5.46,13.72,19.66,12.46,8.12,0.61,1,0,0,0,1,3,0,1,0,50.64,51.61,52.56,0
2025-01-23 01:00:00,Silkboard,13.87,0.65,1.42,,,28.62,64.25,,715.0,,53.75,,,104.25,3.15,3.85,3.23,5.55,6.65,2.73,1,0,0,0,1,3,0,1,0,57.5,51.5,,0
2025-01-23 02:00:00,RVCE_Mailsandra,21.97,2.4,2.42,1.39,1.1,79.55,1.02,263.04,,,19.255,0.0,21.08,119.19,5.69,31.52,36.23,39.13,4.54,0.52,1,0,0,0,2,3,0,1,0,19.26,19.415,19.405,0
2025-01-23 02:00:00,Peenya,32.69,0.79,2.32,,0.55,,,93.6,5.89,952.04,50.03,,,98.2,5.51,14.55,20.63,12.51,8.11,0.67,1,0,0,0,2,3,0,1,0,48.67,51.41,47.53,0
2025-01-23 02:00:00,Silkboard,15.05,0.65,1.42,,,28.48,65.25,,714.25,,57.75,,,105.0,2.75,2.1,3.35,4.92,6.65,0.97,1,0,0,0,2,3,0,1,0,53.75,55.0,,0
2025-01-23 03:00:00,RVCE_Mailsandra,21.97,2.4,2.42,1.39,1.1,81.13,0.9,264.25,,,19.255,0.0,20.75,117.88,5.68,31.36,36.34,39.16,4.36,0.68,1,0,0,0,3,3,0,1,0,19.255,19.225,19.36,0
2025-01-23 03:00:00,Peenya,32.62,0.79,2.31,,0.54,,,93.6,5.89,951.97,45.76,,,89.83,4.38,13.81,18.54,11.38,8.81,0.6,1,0,0,0,3,3,0,1,0,50.03,52.78,46.2,0
2025-01-23 03:00:00,Silkboard,13.25,0.7,1.48,,,29.0,65.75,,714.0,,61.5,,,95.0,2.12,2.48,3.05,4.8,6.88,0.45,1,0,0,0,3,3,0,1,0,57.75,54.75,,0
2025-01-23 04:00:00,Peenya,32.61,0.79,2.29,,0.56,,,93.6,5.89,951.95,46.06,,,90.41,4.69,13.76,18.77,11.69,9.29,0.58,1,0,0,0,4,3,0,1,0,45.76,54.75,40.84,0
2025-01-23 04:00:00,RVCE_Mailsandra,21.98,2.4,2.41,1.4,1.1,81.0,0.92,248.48,,,19.26,0.0,20.61,125.62,5.69,31.34,36.8,39.14,4.54,0.57,1,0,0,0,4,3,0,1,0,19.255,19.49,19.425,0
2025-01-23 04:00:00,Silkboard,13.7,0.72,1.62,,,28.75,64.75,,714.0,,56.0,,,90.25,2.95,1.8,2.97,5.33,7.4,0.39,1,0,0,0,4,3,0,1,0,61.5,61.0,,0
2025-01-23 05:00:00,Silkboard,14.62,0.65,1.48,,,28.5,64.0,,714.0,,52.75,,,82.67,2.95,3.35,4.17,4.68,6.82,0.13,1,0,0,0,5,3,0,1,0,56.0,56.0,,0
2025-01-23 05:00:00,RVCE_Mailsandra,22.25,2.41,2.42,1.4,1.1,81.94,0.84,259.06,,,19.37,0.0,20.4,142.26,5.76,31.42,36.68,39.14,4.35,0.91,1,0,0,0,5,3,0,1,0,19.26,19.475,19.26,0
2025-01-23 05:00:00,Peenya,32.64,0.79,2.34,,0.55,,,93.6,5.89,951.99,46.42,,,91.11,4.54,12.97,17.97,11.54,7.55,0.57,1,0,0,0,5,3,0,1,0,46.06,53.78,41.24,0
2025-01-23 06:00:00,Silkboard,13.64,0.7,1.5,,,28.3,64.0,,714.75,,49.5,,,84.75,2.55,8.4,5.27,4.72,6.95,0.28,1,0,0,0,6,3,0,1,0,52.75,57.5,,0
2025-01-23 06:00:00,RVCE_Mailsandra,22.33,2.41,2.42,1.4,1.1,83.97,1.03,270.04,,,19.405,0.0,20.16,151.1,5.79,31.44,36.77,39.27,4.64,0.87,1,0,0,0,6,3,0,1,0,19.37,19.5,19.435,0
2025-01-23 06:00:00,Peenya,32.79,0.8,2.32,,0.55,,,93.65,5.89,952.13,48.18,,,94.56,3.99,13.63,18.06,10.99,7.0,0.74,1,0,0,0,6,3,0,1,0,46.42,50.64,44.95,0
2025-01-23 07:00:00,Silkboard,13.25,0.62,1.42,,,28.77,64.0,,715.5,,44.25,,,116.0,4.83,14.28,11.53,5.8,6.58,0.5,1,0,0,0,7,3,0,1,0,49.5,53.75,,0
2025-01-23 07:00:00,Peenya,32.89,0.8,2.31,,0.54,,,93.62,8.04,952.33,44.42,,,87.23,3.79,14.09,18.33,10.79,7.33,0.76,1,0,0,0,7,3,0,1,0,48.18,48.67,45.47,0
2025-01-23 07:00:00,RVCE_Mailsandra,22.02,2.4,2.39,1.39,1.09,81.59,0.93,245.58,,,19.275,0.0,20.57,152.28,5.7,31.02,36.53,38.88,4.63,0.85,1,0,0,0,7,3,0,1,0,19.405,19.26,19.635,0
2025-01-23 08:00:00,Peenya,32.77,0.8,2.3,,0.54,,,91.93,146.84,952.52,48.02,,,94.17,5.22,14.14,19.89,12.21,8.07,1.0,1,0,0,0,8,3,0,1,0,44.42,50.03,45.8,1
2025-01-23 08:00:00,Silkboard,13.62,0.7,1.52,,,28.55,63.75,,716.0,,51.5,,,142.75,4.05,14.48,10.97,8.12,7.05,0.52,1,0,0,0,8,3,0,1,0,44.25,57.75,,1
2025-01-23 08:00:00,RVCE_Mailsandra,22.29,2.41,2.42,1.4,1.1,69.36,0.66,232.53,,,19.385,0.0,22.35,122.28,5.78,31.39,36.76,39.22,4.35,0.91,1,0,0,0,8,3,0,1,0,19.275,19.255,19.485,1
2025-01-23 09:00:00,Peenya,32.85,0.8,2.26,,0.56,,,64.42,390.87,952.69,50.69,,,99.42,3.17,13.0,16.73,10.17,7.27,0.85,1,0,0,0,9,3,0,1,0,48.02,45.76,52.58,1
2025-01-23 09:00:00,Silkboard,13.17,0.68,1.52,,,29.02,62.25,,717.0,,51.75,,,127.0,4.6,9.73,8.93,6.07,7.03,0.21,1,0,0,0,9,3,0,1,0,51.5,61.5,44.0,1
2025-01-23 09:00:00,RVCE_Mailsandra,22.25,2.41,2.44,1.4,1.09,58.43,0.88,283.93,,,19.37,0.0,24.05,68.76,5.77,31.76,36.4,38.66,4.51,0.79,1,0,0,0,9,3,0,1,0,19.385,19.255,19.28,1
2025-01-23 10:00:00,Peenya,32.34,0.77,2.29,,0.55,,,53.1,461.02,952.67,52.11,,,102.27,4.1,13.62,18.29,11.1,7.23,0.82,1,0,0,0,10,3,0,1,0,50.69,46.06,25.95,1
2025-01-23 10:00:00,Silkboard,13.87,0.68,1.53,,,29.38,59.25,,717.0,,47.5,,,132.75,3.55,12.7,9.65,7.1,7.05,0.14,1,0,0,0,10,3,0,1,0,51.75,56.0,45.5,1
2025-01-23 10:00:00,RVCE_Mailsandra,22.49,2.42,2.4,1.39,1.09,50.69,0.71,285.67,,,19.6,0.0,25.37,44.88,5.83,31.15,36.27,39.3,4.61,0.88,1,0,0,0,10,3,0,1,0,19.37,19.26,0.0,1
2025-01-23 11:00:00,Peenya,32.86,0.8,2.31,,0.54,,,47.27,538.04,952.54,52.53,,,103.12,4.59,13.7,18.67,11.59,7.56,0.85,1,0,0,0,11,3,0,1,0,52.11,46.42,33.04,1
2025-01-23 11:00:00,Silkboard,14.01,0.7,1.55,,,29.4,56.5,,716.0,,40.75,,,116.0,4.12,5.6,6.35,6.38,7.25,0.26,1,0,0,0,11,3,0,1,0,47.5,52.75,40.5,1
2025-01-23 11:00:00,RVCE_Mailsandra,22.12,2.4,2.38,1.42,1.1,45.64,0.92,299.86,,,19.38,0.0,26.49,96.56,5.73,30.99,37.27,39.1,4.44,0.91,1,0,0,0,11,3,0,1,0,19.6,19.37,19.14,1
2025-01-23 12:00:00,Peenya,33.06,0.82,2.33,,0.54,,,36.3,560.52,952.28,16.97,,,33.37,3.84,13.21,17.55,10.84,,0.79,1,0,0,0,12,3,0,1,0,52.53,48.18,45.28,0
2025-01-23 12:00:00,RVCE_Mailsandra,21.71,2.39,2.37,1.4,1.09,36.81,1.16,289.66,,,19.145,0.0,27.22,99.72,5.62,30.82,36.6,39.18,4.63,0.91,1,0,0,0,12,3,0,1,0,19.38,19.405,19.43,0
2025-01-23 12:00:00,Silkboard,12.89,0.73,1.62,,,29.75,54.5,,715.25,,24.5,,,96.5,3.68,7.0,6.73,5.82,7.55,0.23,1,0,0,0,12,3,0,1,0,40.75,49.5,33.33,0
2025-01-23 13:00:00,Peenya,32.65,0.79,2.33,,0.55,,,29.07,452.62,951.99,16.97,,,33.37,4.08,14.54,18.98,11.08,,0.75,1,0,0,0,13,3,0,1,0,16.97,44.42,39.45,0
2025-01-23 13:00:00,Silkboard,14.26,0.7,1.5,,,29.05,52.25,,713.75,,22.25,,,93.75,4.2,8.38,7.85,5.05,6.9,0.27,1,0,0,0,13,3,0,1,0,24.5,44.25,29.0,0
2025-01-23 13:00:00,RVCE_Mailsandra,21.89,2.4,2.41,1.4,1.1,31.47,0.76,271.67,,,19.22,0.0,27.79,91.48,5.67,31.39,36.84,39.51,4.46,0.76,1,0,0,0,13,3,0,1,0,19.145,19.275,19.325,0
2025-01-23 14:00:00,Peenya,32.89,0.8,2.28,,0.55,,,26.18,372.29,951.83,34.74,,,68.21,4.02,14.04,18.49,11.02,6.53,0.75,1,0,0,0,14,3,0,1,0,16.97,48.02,16.97,0
2025-01-23 14:00:00,RVCE_Mailsandra,22.06,2.4,2.43,1.39,1.09,27.86,0.92,301.82,,,19.295,0.0,28.11,84.02,5.71,31.63,36.19,39.16,4.54,0.86,1,0,0,0,14,3,0,1,0,19.22,19.385,19.355,0
2025-01-23 14:00:00,Silkboard,13.8,0.7,1.52,,,28.75,49.25,,713.0,,20.0,,,76.25,3.08,15.4,10.73,6.07,6.95,0.24,1,0,0,0,14,3,0,1,0,22.25,51.5,26.0,0
2025-01-23 15:00:00,Silkboard,13.56,0.67,1.48,,,28.5,47.0,,712.0,,19.75,,,86.5,3.2,11.07,8.53,7.05,6.95,0.21,1,0,0,0,15,3,0,1,0,20.0,51.75,24.25,0
2025-01-23 15:00:00,RVCE_Mailsandra,22.02,2.4,2.42,1.4,1.1,24.08,0.67,278.03,,,19.275,0.0,28.89,84.91,5.7,31.49,36.52,39.54,4.56,0.76,1,0,0,0,15,3,0,1,0,19.295,19.37,19.255,0
2025-01-23 15:00:00,Peenya,32.41,0.77,2.36,,0.56,,,23.35,308.5,951.71,38.57,,,75.72,3.93,12.23,16.74,10.93,7.52,0.77,1,0,0,0,15,3,0,1,0,34.74,50.69,41.57,0
2025-01-23 16:00:00,Peenya,32.61,0.79,2.27,,0.55,,,21.9,164.17,951.69,37.87,,,74.35,4.88,14.57,19.96,11.88,7.15,0.7,1,0,0,0,16,3,0,1,0,38.57,52.11,43.88,0
2025-01-23 16:00:00,Silkboard,12.9,0.7,1.52,,,28.97,47.0,,712.0,,20.25,,,84.25,4.12,19.1,13.53,5.55,7.03,0.37,1,0,0,0,16,3,0,1,0,19.75,47.5,29.25,0
2025-01-23 16:00:00,RVCE_Mailsandra,22.34,2.41,2.4,1.39,1.1,24.23,0.75,265.04,,,19.41,0.0,28.31,85.66,5.79,31.19,36.44,39.6,4.51,0.57,1,0,0,0,16,3,0,1,0,19.275,19.6,19.265,0
2025-01-23 17:00:00,Silkboard,13.44,0.7,1.55,,,28.8,47.75,,712.5,,24.25,,,106.25,5.65,22.45,16.52,7.1,7.17,0.55,1,0,0,0,17,3,0,1,0,20.25,40.75,36.25,1
2025-01-23 17:00:00,Peenya,32.73,0.79,2.37,,0.55,,,28.4,39.43,951.76,38.22,,,75.05,3.82,13.54,17.68,10.82,7.25,1.02,1,0,0,0,17,3,0,1,0,37.87,52.53,44.83,1
2025-01-23 17:00:00,RVCE_Mailsandra,22.6,2.42,2.44,1.4,1.1,30.28,1.46,289.34,,,19.515,0.0,26.55,74.82,5.86,31.78,36.63,39.42,5.03,0.8,1,0,0,0,17,3,0,1,0,19.41,19.38,19.59,1
2025-01-23 18:00:00,RVCE_Mailsandra,22.52,2.42,2.45,1.4,1.11,39.72,1.28,272.68,,,19.485,0.0,25.23,70.48,5.84,31.79,36.42,40.25,,0.59,1,0,0,0,18,3,0,1,0,19.515,19.145,19.495,1
2025-01-23 18:00:00,Silkboard,14.12,0.73,1.6,,,28.6,51.25,,713.0,,27.75,,,127.5,6.48,27.8,20.02,8.7,7.45,1.07,1,0,0,0,18,3,0,1,0,24.25,24.5,47.0,1
2025-01-23 18:00:00,Peenya,32.66,0.79,2.32,,0.54,,,39.6,5.89,951.88,43.16,,,84.73,4.1,13.35,17.98,11.1,7.36,1.1,1,0,0,0,18,3,0,1,0,38.22,16.97,49.17,1
2025-01-23 19:00:00,Silkboard,14.26,0.73,1.62,,,29.27,55.5,,714.0,,36.5,,,137.75,8.85,29.5,22.88,11.7,7.58,1.67,1,0,0,0,19,3,0,1,0,27.75,22.25,51.5,1
2025-01-23 19:00:00,RVCE_Mailsandra,21.52,2.39,2.39,1.42,1.1,45.91,1.04,288.66,,,19.065,0.0,24.46,79.11,5.56,31.04,37.17,39.26,4.58,0.8,1,0,0,0,19,3,0,1,0,19.485,19.22,19.245,1
2025-01-23 19:00:00,Peenya,32.31,0.77,2.32,,0.55,,,47.73,5.89,952.06,47.43,,,93.09,5.04,13.86,19.57,12.04,8.24,1.23,1,0,0,0,19,3,0,1,0,43.16,16.97,51.61,1
2025-01-23 20:00:00,RVCE_Mailsandra,21.48,2.38,2.41,1.39,1.1,53.08,1.25,310.7,,,19.05,0.0,23.67,85.77,5.55,31.32,36.46,39.29,4.35,0.72,1,0,0,0,20,3,0,1,0,19.065,19.295,19.415,1
2025-01-23 20:00:00,Peenya,32.81,0.8,2.28,,0.54,,,56.75,5.89,952.24,47.45,,,93.14,4.02,13.18,17.7,11.02,7.44,1.15,1,0,0,0,20,3,0,1,0,47.43,34.74,51.41,1
2025-01-23 20:00:00,Silkboard,14.03,0.62,1.4,,,28.62,57.5,,715.0,,39.5,,,154.25,6.57,28.25,20.38,9.5,6.53,1.05,1,0,0,0,20,3,0,1,0,36.5,20.0,55.0,1
2025-01-23 21:00:00,RVCE_Mailsandra,22.29,2.41,2.39,1.41,1.09,60.97,0.87,266.05,,,19.385,0.0,23.02,84.9,5.78,31.01,36.98,38.52,4.51,0.76,1,0,0,0,21,3,0,1,0,19.05,19.275,19.225,1
2025-01-23 21:00:00,Silkboard,13.85,0.7,1.52,,,29.1,59.5,,715.0,,44.5,,,169.25,5.1,21.87,15.8,9.47,7.05,0.61,1,0,0,0,21,3,0,1,0,39.5,19.75,54.75,1
2025-01-23 21:00:00,Peenya,32.94,0.81,2.29,,0.55,,,68.7,5.89,952.29,48.91,,,95.99,3.76,13.71,17.97,10.77,7.0,1.23,1,0,0,0,21,3,0,1,0,47.45,38.57,52.78,1
2025-01-23 22:00:00,RVCE_Mailsandra,22.05,2.4,2.39,1.41,1.09,63.09,1.13,285.75,,,19.285,0.0,22.56,81.58,5.71,31.05,37.07,38.91,4.38,0.74,1,0,0,0,22,3,0,1,0,19.385,19.41,19.49,0
2025-01-23 22:00:00,Silkboard,13.99,0.65,1.4,,,29.25,61.0,,715.0,,43.5,,,132.75,3.4,14.65,10.57,7.43,6.5,0.35,1,0,0,0,22,3,0,1,0,44.5,20.25,61.0,0
2025-01-23 22:00:00,Peenya,32.71,0.8,2.29,,0.54,,,66.3,5.89,952.28,51.09,,,100.27,4.54,12.93,18.01,11.54,7.3,1.31,1,0,0,0,22,3,0,1,0,48.91,37.87,54.75,0
2025-01-23 23:00:00,Silkboard,10.93,0.6,1.3,,,29.8,61.25,,715.0,,34.25,,,102.0,3.95,7.3,7.1,6.05,6.0,0.38,1,0,0,0,23,3,0,1,0,43.5,24.25,56.0,0
2025-01-23 23:00:00,RVCE_Mailsandra,21.86,2.4,2.41,1.4,1.1,70.65,0.83,272.49,,,19.205,0.0,21.91,73.33,5.66,31.34,36.39,39.3,4.84,0.63,1,0,0,0,23,3,0,1,0,19.285,19.515,19.475,0
2025-01-23 23:00:00,Peenya,32.69,0.79,2.29,,0.55,,,86.62,5.89,952.18,50.06,,,98.25,4.73,13.66,18.97,11.73,7.62,0.79,1,0,0,0,23,3,0,1,0,51.09,38.22,53.78,0
2025-01-24 00:00:00,Peenya,30.45,0.8,2.37,,0.54,,,93.5,5.89,952.05,46.05,,,90.4,4.22,13.18,17.91,11.22,8.05,1.36,1,0,0,0,0,4,0,1,0,50.06,43.16,50.64,0
2025-01-24 00:00:00,RVCE_Mailsandra,23.06,2.43,2.38,1.39,1.1,74.31,0.96,294.92,,,19.705,0.0,21.51,70.31,5.99,30.86,36.4,39.18,4.78,0.71,1,0,0,0,0,4,0,1,0,19.205,19.485,19.5,0
2025-01-24 00:00:00,Silkboard,14.31,0.63,1.43,,,28.9,62.25,,714.0,,29.25,,,77.75,3.05,2.68,3.88,5.08,6.7,0.12,1,0,0,0,0,4,0,1,0,34.25,27.75,57.5,0
2025-01-24 01:00:00,Peenya,32.57,0.79,2.31,,0.55,,,93.5,5.89,951.9,42.5,,,83.43,4.45,13.19,18.16,11.45,8.4,1.25,1,0,0,0,1,4,0,1,0,46.05,47.43,48.67,0
2025-01-24 01:00:00,Silkboard,13.91,0.8,1.73,,,28.63,63.25,,713.25,,29.75,,,88.0,2.15,4.55,4.15,4.93,8.02,,1,0,0,0,1,4,0,1,0,29.25,36.5,53.75,0
2025-01-24 01:00:00,RVCE_Mailsandra,22.69,2.42,2.45,1.41,1.09,73.06,0.83,207.17,,,19.55,0.0,21.48,72.17,5.88,31.84,37.2,38.87,4.55,0.72,1,0,0,0,1,4,0,1,0,19.705,19.065,19.26,0
2025-01-24 02:00:00,Peenya,33.22,0.82,2.29,,0.56,,,93.5,5.89,951.73,25.2,,,49.5,5.39,13.93,20.58,12.83,8.46,0.84,1,0,0,0,2,4,0,1,0,42.5,47.45,50.03,0
2025-01-24 02:00:00,Silkboard,14.45,0.8,1.8,,,28.55,64.0,,712.75,,32.0,,,88.75,2.67,1.9,2.9,5.0,8.28,,1,0,0,0,2,4,0,1,0,29.75,39.5,57.75,0
2025-01-24 02:00:00,RVCE_Mailsandra,22.72,2.42,2.44,1.39,1.1,71.78,0.81,275.93,,,19.565,0.0,21.41,61.03,5.89,31.64,36.44,39.43,4.42,0.66,1,0,0,0,2,4,0,1,0,19.55,19.05,19.255,0
2025-01-24 03:00:00,RVCE_Mailsandra,22.42,2.42,2.4,1.41,1.09,76.96,1.02,274.66,,,19.44,0.0,20.7,58.08,5.81,31.2,37.0,38.89,4.62,0.66,1,0,0,0,3,4,0,1,0,19.565,19.385,19.255,0
2025-01-24 03:00:00,Peenya,32.47,0.78,2.35,,0.54,,,93.55,5.89,951.68,24.01,,,47.18,4.31,14.14,18.59,11.31,8.06,0.86,1,0,0,0,3,4,0,1,0,25.2,48.91,45.76,0
